code,year,month,viento_velocidad_media
C050,2019,12,10.9
C061,2019,1,13.1
C061,2019,2,16.4
C061,2019,3,12.7
C061,2019,4,12.2
C061,2019,5,9.5
C061,2019,6,7.7
C061,2019,7,5.1
C061,2019,8,5.9
C061,2019,9,8.9
C061,2019,10,15.0
C061,2019,11,21.3
C061,2019,12,18.6
C032,2019,1,4.2
C032,2019,2,4.8
C032,2019,3,5.0
C032,2019,4,4.8
C032,2019,5,4.8
C032,2019,6,5.3
C032,2019,7,4.9
C032,2019,8,4.6
C032,2019,9,4.5
C032,2019,10,4.2
C032,2019,11,4.8
C032,2019,12,5.2
C002,2019,1,5.4
C002,2019,2,5.1
C002,2019,3,5.5
C002,2019,4,5.2
C002,2019,5,5.4
C002,2019,6,5.5
C002,2019,7,4.9
C002,2019,8,4.0
C002,2019,9,4.2
C002,2019,10,3.7
C002,2019,11,5.8
C002,2019,12,6.2
C069,2019,1,12.8
C069,2019,2,11.4
C069,2019,3,10.9
C069,2019,4,10.5
C069,2019,5,11.2
C069,2019,6,8.5
C069,2019,7,8.7
C069,2019,8,7.8
C069,2019,9,9.4
C069,2019,10,10.9
C069,2019,11,16.7
C069,2019,12,14.3
C065,2019,1,17.9
C065,2019,2,16.5
C065,2019,3,16.1
C065,2019,4,17.0
C065,2019,5,15.8
C065,2019,6,12.0
C065,2019,7,9.7
C065,2019,10,17.0
C065,2019,11,26.6
C065,2019,12,22.0
C003,2019,1,5.6
C003,2019,2,6.5
C003,2019,3,6.6
C003,2019,4,6.9
C003,2019,5,6.9
C003,2019,6,6.2
C003,2019,7,5.9
C003,2019,8,5.1
C003,2019,9,5.1
C003,2019,10,5.7
C003,2019,11,7.2
C003,2019,12,7.7
C039,2019,1,10.3
C039,2019,2,13.2
C039,2019,3,11.9
C039,2019,4,11.4
C039,2019,5,11.9
C039,2019,6,11.5
C039,2019,7,10.6
C039,2019,8,9.5
C039,2019,9,10.6
C039,2019,10,12.1
C039,2019,11,13.4
C039,2019,12,15.1
C075,2019,1,5.9
C075,2019,2,4.7
C075,2019,3,6.1
C075,2019,4,6.0
C075,2019,5,6.4
C075,2019,6,5.9
C075,2019,7,5.1
C075,2019,8,4.5
C075,2019,9,4.6
C075,2019,10,5.0
C075,2019,11,7.1
C075,2019,12,6.3
C038,2019,1,7.0
C038,2019,2,7.9
C038,2019,3,7.4
C038,2019,9,6.1
C038,2019,10,7.5
C038,2019,11,10.0
C038,2019,12,9.0
C033,2019,1,6.2
C033,2019,2,9.2
C033,2019,3,8.0
C033,2019,4,8.1
C033,2019,5,6.4
C033,2019,6,7.4
C033,2019,7,6.1
C033,2019,8,6.0
C033,2019,9,6.3
C033,2019,10,7.6
C033,2019,11,8.6
C033,2019,12,9.7
C036,2019,1,8.2
C036,2019,2,8.7
C036,2019,3,9.2
C036,2019,4,9.0
C036,2019,5,9.7
C036,2019,6,9.8
C036,2019,7,8.5
C036,2019,8,7.1
C036,2019,9,7.4
C036,2019,10,7.7
C036,2019,11,9.8
C036,2019,12,10.1
C045,2019,1,21.3
C045,2019,2,24.5
C045,2019,3,21.1
C045,2019,4,21.6
C045,2019,5,17.5
C045,2019,6,17.6
C045,2019,7,15.6
C045,2019,8,15.8
C045,2019,9,18.2
C045,2019,10,23.5
C045,2019,11,30.6
C045,2019,12,26.2
C019,2019,1,32.0
C019,2019,2,29.1
C019,2019,3,24.5
C019,2019,4,30.2
C019,2019,5,28.9
C019,2019,6,22.5
C019,2019,7,19.4
C019,2019,8,17.6
C019,2019,9,21.0
C019,2019,10,28.4
C019,2019,11,44.4
C019,2019,12,38.0
C057,2019,1,7.6
C057,2019,2,7.5
C057,2019,3,7.8
C057,2019,4,7.3
C057,2019,5,8.3
C057,2019,6,7.2
C057,2019,7,6.5
C057,2019,8,5.3
C057,2019,9,5.7
C057,2019,10,6.0
C057,2019,11,9.6
C057,2019,12,9.5
C046,2019,1,33.6
C046,2019,2,29.7
C046,2019,3,28.2
C046,2019,4,27.5
C046,2019,5,25.1
C046,2019,6,22.1
C046,2019,7,19.2
C046,2019,8,18.2
C046,2019,9,23.6
C046,2019,10,28.4
C046,2019,11,37.5
C046,2019,12,33.8
C059,2019,1,7.8
C059,2019,2,8.5
C059,2019,3,9.0
C059,2019,4,8.7
C059,2019,5,7.7
C059,2019,6,7.4
C059,2019,7,6.1
C059,2019,8,6.1
C059,2019,9,5.6
C059,2019,10,8.2
C059,2019,11,11.0
C059,2019,12,11.2
C072,2019,1,22.2
C072,2019,2,30.9
C072,2019,3,23.6
C072,2019,4,22.9
C072,2019,5,15.8
C072,2019,6,19.4
C072,2019,7,17.0
C072,2019,8,18.2
C072,2019,9,19.3
C072,2019,10,28.0
C072,2019,11,35.3
C072,2019,12,33.4
C0B4,2019,1,4.0
C0B4,2019,2,5.3
C0B4,2019,3,5.8
C0B4,2019,4,5.1
C0B4,2019,5,4.8
C0B4,2019,6,5.6
C0B4,2019,7,5.1
C0B4,2019,8,5.4
C0B4,2019,9,4.8
C0B4,2019,10,4.5
C0B4,2019,11,4.3
C0B4,2019,12,5.4
C054,2019,1,7.1
C054,2019,2,5.3
C054,2019,3,6.2
C054,2019,4,5.8
C054,2019,5,6.9
C054,2019,6,6.5
C054,2019,7,6.2
C054,2019,8,5.5
C054,2019,9,4.9
C054,2019,10,4.5
C054,2019,11,6.1
C054,2019,12,6.3
C042,2019,1,21.6
C042,2019,2,20.1
C042,2019,3,17.8
C042,2019,4,16.7
C042,2019,5,18.9
C042,2019,6,15.5
C042,2019,7,14.0
C042,2019,8,12.6
C042,2019,9,15.7
C042,2019,10,17.7
C042,2019,11,24.6
C042,2019,12,19.7
C0C3,2019,1,4.0
C0C3,2019,2,5.5
C0C3,2019,3,6.7
C0C3,2019,4,6.5
C0C3,2019,5,6.8
C0C3,2019,6,7.6
C0C3,2019,7,7.4
C0C3,2019,8,6.8
C0C3,2019,9,6.0
C0C3,2019,10,5.2
C0C3,2019,11,5.3
C0C3,2019,12,5.6
C066,2019,1,22.2
C066,2019,2,24.3
C066,2019,3,19.8
C066,2019,4,18.6
C066,2019,5,16.2
C066,2019,6,15.7
C066,2019,7,13.2
C066,2019,8,14.2
C066,2019,9,16.3
C066,2019,10,22.3
C066,2019,11,29.8
C066,2019,12,26.7
C022,2019,1,11.1
C022,2019,2,13.0
C022,2019,3,10.3
C022,2019,4,9.2
C022,2019,5,7.3
C022,2019,6,6.9
C022,2019,7,5.7
C022,2019,8,5.9
C022,2019,9,6.4
C022,2019,10,8.8
C022,2019,11,10.4
C022,2019,12,12.0
C037,2019,2,11.0
C037,2019,3,10.2
C037,2019,4,9.6
C037,2019,5,8.7
C037,2019,6,9.6
C037,2019,7,8.4
C037,2019,8,7.9
C037,2019,9,8.0
C037,2019,10,9.8
C037,2019,11,12.5
C037,2019,12,12.1
C023,2019,1,7.1
C023,2019,2,5.7
C023,2019,3,6.9
C023,2019,4,6.3
C023,2019,5,7.2
C023,2019,6,5.7
C023,2019,7,5.4
C023,2019,8,5.4
C023,2019,9,5.4
C023,2019,10,5.8
C023,2019,11,6.6
C023,2019,12,7.0
C026,2019,1,6.2
C026,2019,2,7.1
C026,2019,3,7.2
C026,2019,4,7.0
C026,2019,5,6.4
C026,2019,6,6.6
C026,2019,7,5.6
C026,2019,8,5.3
C026,2019,9,5.9
C026,2019,10,6.1
C026,2019,11,6.8
C026,2019,12,7.1
C058,2019,1,10.2
C058,2019,2,10.5
C058,2019,3,9.5
C058,2019,4,9.2
C058,2019,5,8.9
C058,2019,6,7.9
C058,2019,7,6.9
C058,2019,8,6.1
C058,2019,9,7.3
C058,2019,10,9.0
C058,2019,11,10.3
C058,2019,12,11.4
C018,2019,1,16.1
C018,2019,2,12.0
C018,2019,3,12.7
C018,2019,4,11.9
C018,2019,5,14.7
C018,2019,6,12.1
C018,2019,7,11.4
C018,2019,8,9.2
C018,2019,9,9.9
C018,2019,10,11.8
C018,2019,11,19.2
C018,2019,12,14.5
C071,2019,1,23.4
C071,2019,2,21.7
C071,2019,3,16.8
C071,2019,4,16.7
C071,2019,7,16.4
C071,2019,8,14.5
C071,2019,9,16.6
C071,2019,10,22.7
C071,2019,12,29.2
C0EC,2019,1,5.9
C0EC,2019,2,8.1
C0EC,2019,3,7.0
C0EC,2019,4,6.5
C0EC,2019,5,5.6
C0EC,2019,6,5.3
C0EC,2019,7,4.9
C0EC,2019,8,4.7
C0EC,2019,9,5.6
C0EC,2019,10,5.9
C0EC,2019,11,6.9
C0EC,2019,12,7.8
C017,2019,1,9.9
C017,2019,2,10.7
C017,2019,3,10.3
C017,2019,4,9.0
C017,2019,5,10.0
C017,2019,6,7.9
C017,2019,7,7.3
C017,2019,8,6.8
C017,2019,9,7.8
C017,2019,10,8.4
C017,2019,11,10.4
C017,2019,12,11.6
C043,2019,1,5.0
C043,2019,2,6.3
C043,2019,3,6.8
C043,2019,4,6.5
C043,2019,5,5.8
C043,2019,6,6.3
C043,2019,7,5.4
C043,2019,8,5.4
C043,2019,9,5.1
C043,2019,10,6.1
C043,2019,11,6.8
C043,2019,12,6.7
C007,2019,1,15.4
C007,2019,2,14.0
C007,2019,3,13.8
C007,2019,4,11.7
C007,2019,5,13.6
C007,2019,6,11.1
C007,2019,7,10.8
C007,2019,8,9.4
C007,2019,9,10.5
C007,2019,10,10.4
C007,2019,11,15.2
C007,2019,12,20.8
C064,2019,1,16.8
C064,2019,2,15.5
C064,2019,3,14.0
C064,2019,4,12.6
C064,2019,5,13.5
C064,2019,6,11.8
C064,2019,7,11.4
C064,2019,8,10.3
C064,2019,9,12.7
C064,2019,10,12.3
C064,2019,11,18.4
C064,2019,12,16.4
C028,2019,1,9.4
C028,2019,2,11.1
C028,2019,3,10.1
C028,2019,4,10.0
C028,2019,5,8.3
C028,2019,6,7.6
C028,2019,7,6.1
C028,2019,8,5.9
C028,2019,9,7.6
C028,2019,10,9.7
C028,2019,11,12.2
C028,2019,12,12.0
C029,2019,1,9.3
C029,2019,2,10.7
C029,2019,3,9.2
C029,2019,4,8.9
C029,2019,5,7.0
C029,2019,6,6.4
C029,2019,7,5.3
C029,2019,8,5.2
C029,2019,9,7.0
C029,2019,10,9.4
C029,2019,11,12.9
C029,2019,12,13.1
